UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000419448800005;JOURNAL OF SCHOLARLY PUBLISHING;10.3138/jsp.49.2.193;"scholarly communication; press-library collaborations; Indigenous studies; digital publishing";NA;36;0;0;4;UNIV TORONTO PRESS INC;TORONTO;1198-9742;1710-1166;J SCHOLARLY PUBL;J. Sch. Publ.;"Arts & Humanities - Other Topics; Information Science & Library Science";Bronze;Astronomy
WOS:000419448800005;JOURNAL OF SCHOLARLY PUBLISHING;10.3138/jsp.49.2.193;"scholarly communication; press-library collaborations; Indigenous studies; digital publishing";NA;36;0;0;4;UNIV TORONTO PRESS INC;TORONTO;1198-9742;1710-1166;J SCHOLARLY PUBL;J. Sch. Publ.;"Arts & Humanities - Other Topics; Information Science & Library Science";Bronze;Potions
WOS:000445503700001;KNOWLEDGE ORGANIZATION;10.5771/0943-7444-2018-5-343;"ISKO international conference; knowledge organization; citations; references";KNOWLEDGE ORGANIZATION;9;1;1;3;ERGON-VERLAG;WURZBURG;0943-7444;NA;KNOWL ORGAN;Knowl. Organ.;Information Science & Library Science;NA;Potions
WOS:000436534500002;KOME-AN INTERNATIONAL JOURNAL OF PURE COMMUNICATION INQUIRY;10.17646/KOME.2018.12;"Media Globalization; Digital Humanities; Cultural Production; Digital/Electronic Divide; Nigeria; Global South";NA;56;1;1;1;HUNGARIAN COMMUNICATION STUDIES ASSOC;BUDAPEST;2063-7330;NA;KOME;KOME;Communication;DOAJ Gold, Green Accepted;Transfiguration
WOS:000423320800036;MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS;10.1007/s00542-017-3333-9;NA;NA;20;3;3;5;SPRINGER;NEW YORK;0946-7076;1432-1858;MICROSYST TECHNOL;Microsyst. Technol.;"Engineering; Science & Technology - Other Topics; Materials Science; Physics";NA;Defence against the dark arts
WOS:000428598400004;SERIALS REVIEW;10.1080/00987913.2018.1437320;"digital humanities; little magazine; digital archive; mimeograph revolution";NA;12;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Transfiguration
WOS:000428598400004;SERIALS REVIEW;10.1080/00987913.2018.1437320;"digital humanities; little magazine; digital archive; mimeograph revolution";NA;12;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Defence against the dark arts
WOS:000428598400004;SERIALS REVIEW;10.1080/00987913.2018.1437320;"digital humanities; little magazine; digital archive; mimeograph revolution";NA;12;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Transfiguration
WOS:000428598400011;SERIALS REVIEW;10.1080/00987913.2018.1433930;"academic libraries; digital humanities; digital projects; digital scholarship; library spaces; research support";NA;15;0;0;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Transfiguration
WOS:000428598400011;SERIALS REVIEW;10.1080/00987913.2018.1433930;"academic libraries; digital humanities; digital projects; digital scholarship; library spaces; research support";NA;15;0;0;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Charms
WOS:000428598400011;SERIALS REVIEW;10.1080/00987913.2018.1433930;"academic libraries; digital humanities; digital projects; digital scholarship; library spaces; research support";NA;15;0;0;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0098-7913;1879-095X;SERIALS REV;Ser. Rev.;Information Science & Library Science;NA;Divination
WOS:000446566100001;SYSTEM DYNAMICS REVIEW;10.1002/sdr.1601;NA;"DIFFERENTIAL EVOLUTION; NETWORK STRUCTURE; MODEL; MANAGEMENT; VALIDATION; MISPERCEPTIONS; INFORMATION; ERADICATION; SIMULATION; COMPLEXITY";129;15;16;13;WILEY;HOBOKEN;0883-7066;1099-1727;SYST DYNAM REV;Syst. Dyn. Rev.;"Business & Economics; Mathematical Methods In Social Sciences";NA;Divination
WOS:000446566100001;SYSTEM DYNAMICS REVIEW;10.1002/sdr.1601;NA;"DIFFERENTIAL EVOLUTION; NETWORK STRUCTURE; MODEL; MANAGEMENT; VALIDATION; MISPERCEPTIONS; INFORMATION; ERADICATION; SIMULATION; COMPLEXITY";129;15;16;13;WILEY;HOBOKEN;0883-7066;1099-1727;SYST DYNAM REV;Syst. Dyn. Rev.;"Business & Economics; Mathematical Methods In Social Sciences";NA;Transfiguration
WOS:000446566100001;SYSTEM DYNAMICS REVIEW;10.1002/sdr.1601;NA;"DIFFERENTIAL EVOLUTION; NETWORK STRUCTURE; MODEL; MANAGEMENT; VALIDATION; MISPERCEPTIONS; INFORMATION; ERADICATION; SIMULATION; COMPLEXITY";129;15;16;13;WILEY;HOBOKEN;0883-7066;1099-1727;SYST DYNAM REV;Syst. Dyn. Rev.;"Business & Economics; Mathematical Methods In Social Sciences";NA;Potions
WOS:000446566100001;SYSTEM DYNAMICS REVIEW;10.1002/sdr.1601;NA;"DIFFERENTIAL EVOLUTION; NETWORK STRUCTURE; MODEL; MANAGEMENT; VALIDATION; MISPERCEPTIONS; INFORMATION; ERADICATION; SIMULATION; COMPLEXITY";129;15;16;13;WILEY;HOBOKEN;0883-7066;1099-1727;SYST DYNAM REV;Syst. Dyn. Rev.;"Business & Economics; Mathematical Methods In Social Sciences";NA;Charms
WOS:000453070400006;TURKISH LIBRARIANSHIP;10.24146/tkd.2018.37;"Digital humanities; cultural heritage; librarianship; information and record management";LIBRARIES;60;0;0;0;TURKISH LIBRARIANS ASSOC;ANKARA;1300-0039;2147-9682;TURK LIBRARIANSH;Turk. Librariansh.;Information Science & Library Science;DOAJ Gold;Potions
WOS:000453070400006;TURKISH LIBRARIANSHIP;10.24146/tkd.2018.37;"Digital humanities; cultural heritage; librarianship; information and record management";LIBRARIES;60;0;0;0;TURKISH LIBRARIANS ASSOC;ANKARA;1300-0039;2147-9682;TURK LIBRARIANSH;Turk. Librariansh.;Information Science & Library Science;DOAJ Gold;Herbology
WOS:000453070400006;TURKISH LIBRARIANSHIP;10.24146/tkd.2018.37;"Digital humanities; cultural heritage; librarianship; information and record management";LIBRARIES;60;0;0;0;TURKISH LIBRARIANS ASSOC;ANKARA;1300-0039;2147-9682;TURK LIBRARIANSH;Turk. Librariansh.;Information Science & Library Science;DOAJ Gold;Arithmancy
WOS:000450973900014;IN SITU-REVUE DE PATRIMOINES;10.4000/insitu.18413;"archives; press archives; photo archives; press photo archives; archiving; press agency; foundations; history; history of humanity; history of the press; journalism; memory; Patrick Chauvel; photojournalism; photography; press; reporter";NA;6;0;0;0;MINISTERE CULTURE & COMMUNICATION;PARIS;1630-7305;NA;IN SITU-REV PATRIMOI;NA;Arts & Humanities - Other Topics;DOAJ Gold;Divination
WOS:000450973900014;IN SITU-REVUE DE PATRIMOINES;10.4000/insitu.18413;"archives; press archives; photo archives; press photo archives; archiving; press agency; foundations; history; history of humanity; history of the press; journalism; memory; Patrick Chauvel; photojournalism; photography; press; reporter";NA;6;0;0;0;MINISTERE CULTURE & COMMUNICATION;PARIS;1630-7305;NA;IN SITU-REV PATRIMOI;NA;Arts & Humanities - Other Topics;DOAJ Gold;Transfiguration
WOS:000450973900014;IN SITU-REVUE DE PATRIMOINES;10.4000/insitu.18413;"archives; press archives; photo archives; press photo archives; archiving; press agency; foundations; history; history of humanity; history of the press; journalism; memory; Patrick Chauvel; photojournalism; photography; press; reporter";NA;6;0;0;0;MINISTERE CULTURE & COMMUNICATION;PARIS;1630-7305;NA;IN SITU-REV PATRIMOI;NA;Arts & Humanities - Other Topics;DOAJ Gold;Arithmancy
WOS:000450584400004;LEARNING MEDIA AND TECHNOLOGY;10.1080/17439884.2018.1498352;"Black feminist theory; black girl literacies; critical consciousness; digital literacies; suburban schooling";"SUBURBAN SCHOOLS; 3RD SPACE; PARTICIPATION; LITERACY; GENDER; YOUTH; RACE";32;1;1;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;1743-9884;1743-9892;LEARN MEDIA TECHNOL;Learn. Media Technol.;Education & Educational Research;NA;Astronomy
WOS:000450584400004;LEARNING MEDIA AND TECHNOLOGY;10.1080/17439884.2018.1498352;"Black feminist theory; black girl literacies; critical consciousness; digital literacies; suburban schooling";"SUBURBAN SCHOOLS; 3RD SPACE; PARTICIPATION; LITERACY; GENDER; YOUTH; RACE";32;1;1;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;1743-9884;1743-9892;LEARN MEDIA TECHNOL;Learn. Media Technol.;Education & Educational Research;NA;Divination
WOS:000449950000003;TECHNICAL SERVICES QUARTERLY;10.1080/07317131.2018.1509437;"Academic libraries; technical services; metadata; special collections; digital humanities";LIBRARY;16;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0731-7131;1555-3337;TECH SERV Q;Tech. Serv. Q.;Information Science & Library Science;NA;Herbology
WOS:000449950000003;TECHNICAL SERVICES QUARTERLY;10.1080/07317131.2018.1509437;"Academic libraries; technical services; metadata; special collections; digital humanities";LIBRARY;16;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0731-7131;1555-3337;TECH SERV Q;Tech. Serv. Q.;Information Science & Library Science;NA;Divination
WOS:000449950000003;TECHNICAL SERVICES QUARTERLY;10.1080/07317131.2018.1509437;"Academic libraries; technical services; metadata; special collections; digital humanities";LIBRARY;16;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0731-7131;1555-3337;TECH SERV Q;Tech. Serv. Q.;Information Science & Library Science;NA;Arithmancy
WOS:000449153500001;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-08-2018-048;NA;NA;26;0;0;0;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Charms
WOS:000449153500001;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-08-2018-048;NA;NA;26;0;0;0;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Herbology
WOS:000449153500001;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-08-2018-048;NA;NA;26;0;0;0;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Divination
WOS:000449153500001;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-08-2018-048;NA;NA;26;0;0;0;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Potions
WOS:000449153500002;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-02-2018-0004;"Future of libraries; Digital humanities; Topic modeling; Close reading; Distant reading; Interdisciplinary collaboration";"INFORMATION-SCIENCE; ACADEMIC-LIBRARIES; COLLECTIONS; EVOLUTION; ACCESS; MODEL; USER";204;1;1;7;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Defence against the dark arts
WOS:000449153500002;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-02-2018-0004;"Future of libraries; Digital humanities; Topic modeling; Close reading; Distant reading; Interdisciplinary collaboration";"INFORMATION-SCIENCE; ACADEMIC-LIBRARIES; COLLECTIONS; EVOLUTION; ACCESS; MODEL; USER";204;1;1;7;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Divination
WOS:000449153500003;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-03-2018-0009;"Collaboration; Community; Academic libraries; Cultural heritage; Digital humanities; Digitization";NA;19;0;0;2;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Transfiguration
WOS:000449153500003;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-03-2018-0009;"Collaboration; Community; Academic libraries; Cultural heritage; Digital humanities; Digitization";NA;19;0;0;2;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Charms
WOS:000449153500003;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-03-2018-0009;"Collaboration; Community; Academic libraries; Cultural heritage; Digital humanities; Digitization";NA;19;0;0;2;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Defence against the dark arts
WOS:000449153500004;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-02-2018-0006;"Digitization; Collaboration; Digital humanities; Digital collection; Native American language; Zuni Pueblo";"INDIGENOUS KNOWLEDGE; DIGITAL HUMANITIES; INFORMATION";45;0;0;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Charms
WOS:000449153500004;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-02-2018-0006;"Digitization; Collaboration; Digital humanities; Digital collection; Native American language; Zuni Pueblo";"INDIGENOUS KNOWLEDGE; DIGITAL HUMANITIES; INFORMATION";45;0;0;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Transfiguration
WOS:000449153500005;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-11-2017-0044;"Libraries; Intersectionality; Cultural analysis humanities; Genetic ancestry; Historical societies; Humanities computing";NA;56;0;0;6;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Transfiguration
WOS:000449153500005;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-11-2017-0044;"Libraries; Intersectionality; Cultural analysis humanities; Genetic ancestry; Historical societies; Humanities computing";NA;56;0;0;6;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Herbology
WOS:000449153500005;DIGITAL LIBRARY PERSPECTIVES;10.1108/DLP-11-2017-0044;"Libraries; Intersectionality; Cultural analysis humanities; Genetic ancestry; Historical societies; Humanities computing";NA;56;0;0;6;EMERALD GROUP PUBLISHING LTD;BINGLEY;2059-5816;2054-1694;DIGIT LIBR PERSPECT;Digit. Libr. Perspect.;Information Science & Library Science;NA;Arithmancy
WOS:000448597000002;SLOVENSKY NARODOPIS-SLOVAK ETHNOLOGY;10.26363/SN.2018.1.01;"Digital ethnography; ethnography; computational ethnography; digital humanities; digital media";NA;21;0;0;0;SLOVAK ACAD SCIENCES, INST ETHNOLOGY;BRATISLAVA 1;1335-1303;1339-9357;SLOVENSKY NARODOP;Slov. Narodop.;Anthropology;DOAJ Gold;Astronomy
WOS:000448597000002;SLOVENSKY NARODOPIS-SLOVAK ETHNOLOGY;10.26363/SN.2018.1.01;"Digital ethnography; ethnography; computational ethnography; digital humanities; digital media";NA;21;0;0;0;SLOVAK ACAD SCIENCES, INST ETHNOLOGY;BRATISLAVA 1;1335-1303;1339-9357;SLOVENSKY NARODOP;Slov. Narodop.;Anthropology;DOAJ Gold;Transfiguration
WOS:000446961700002;DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES;10.1080/03096564.2016.1252077;"Middle Dutch Religious literature; Jan van Ruusbroec; mysticism; stylometry; computational authorship attribution";WORDS;57;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0309-6564;1759-7854;DUTCH CROSSING;Dutch Crossing;"Arts & Humanities - Other Topics; History";NA;Transfiguration
WOS:000446961700002;DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES;10.1080/03096564.2016.1252077;"Middle Dutch Religious literature; Jan van Ruusbroec; mysticism; stylometry; computational authorship attribution";WORDS;57;0;0;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0309-6564;1759-7854;DUTCH CROSSING;Dutch Crossing;"Arts & Humanities - Other Topics; History";NA;Defence against the dark arts
WOS:000446218900006;LARES-QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI;NA;NA;NA;15;0;0;0;CASA EDITRICE LEO S OLSCHKI;FLORENCE;0023-8503;2036-511X;LARES;Lares;Arts & Humanities - Other Topics;NA;Astronomy
WOS:000446218900006;LARES-QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI;NA;NA;NA;15;0;0;0;CASA EDITRICE LEO S OLSCHKI;FLORENCE;0023-8503;2036-511X;LARES;Lares;Arts & Humanities - Other Topics;NA;Herbology
WOS:000446218900006;LARES-QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI;NA;NA;NA;15;0;0;0;CASA EDITRICE LEO S OLSCHKI;FLORENCE;0023-8503;2036-511X;LARES;Lares;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000446218900007;LARES-QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI;NA;NA;NA;18;0;0;0;CASA EDITRICE LEO S OLSCHKI;FLORENCE;0023-8503;2036-511X;LARES;Lares;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000445010200008;JOURNAL OF UNIVERSITY TEACHING AND LEARNING PRACTICE;NA;"digital humanities; online teaching; unit design; family history; convict history";"STUDENT EVALUATION; MOOC";18;0;0;0;UNIV WOLLONGONG;WOLLONGONG;1449-9789;NA;J UNIV TEACH LEARN P;J. Univ. Teach. Learn. Pract.;Education & Educational Research;NA;Potions
WOS:000441868800057;IEEE ACCESS;10.1109/ACCESS.2018.2856865;"Text phylogeny; word embeddings; machine learning; natural language processing; forensics; digital humanities";NA;32;1;1;2;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;PISCATAWAY;2169-3536;NA;IEEE ACCESS;IEEE Access;"Computer Science; Engineering; Telecommunications";DOAJ Gold;Astronomy
WOS:000441868800057;IEEE ACCESS;10.1109/ACCESS.2018.2856865;"Text phylogeny; word embeddings; machine learning; natural language processing; forensics; digital humanities";NA;32;1;1;2;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;PISCATAWAY;2169-3536;NA;IEEE ACCESS;IEEE Access;"Computer Science; Engineering; Telecommunications";DOAJ Gold;Charms
WOS:000441868800057;IEEE ACCESS;10.1109/ACCESS.2018.2856865;"Text phylogeny; word embeddings; machine learning; natural language processing; forensics; digital humanities";NA;32;1;1;2;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;PISCATAWAY;2169-3536;NA;IEEE ACCESS;IEEE Access;"Computer Science; Engineering; Telecommunications";DOAJ Gold;Potions
WOS:000441868800057;IEEE ACCESS;10.1109/ACCESS.2018.2856865;"Text phylogeny; word embeddings; machine learning; natural language processing; forensics; digital humanities";NA;32;1;1;2;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;PISCATAWAY;2169-3536;NA;IEEE ACCESS;IEEE Access;"Computer Science; Engineering; Telecommunications";DOAJ Gold;Arithmancy
WOS:000441592700001;FILM HISTORY;10.2979/filmhistory.30.2.01;"cultural hierarchies; institutionalization; transitional era; nomenclature; newspapers; digital humanities";NA;66;0;0;0;INDIANA UNIV PRESS;BLOOMINGTON;0892-2160;1553-3905;FILM HIST;Film Hist.;Film, Radio & Television;NA;Arithmancy
WOS:000440082400004;METODOS DE INFORMACION;10.5557/IIMI9-N16-091112;"Research groups; Libraries; Specialized university services; Experiences of collaboration; Management of scientific archives; Dissemination of scientific archives; Promotion of research; Digital humanities; Science and humanities; Digital Document Repository (DDD)";NA;11;0;0;0;COLLEGI OFICIAL BIBLIOTECARIS & DOCUMENTALISTES COMUNITAT VALENCI;VALENCIA;1134-2838;2173-1241;METODOS INF;Metodos Inf.;Information Science & Library Science;DOAJ Gold;Transfiguration
WOS:000440082400004;METODOS DE INFORMACION;10.5557/IIMI9-N16-091112;"Research groups; Libraries; Specialized university services; Experiences of collaboration; Management of scientific archives; Dissemination of scientific archives; Promotion of research; Digital humanities; Science and humanities; Digital Document Repository (DDD)";NA;11;0;0;0;COLLEGI OFICIAL BIBLIOTECARIS & DOCUMENTALISTES COMUNITAT VALENCI;VALENCIA;1134-2838;2173-1241;METODOS INF;Metodos Inf.;Information Science & Library Science;DOAJ Gold;Defence against the dark arts
WOS:000440082400004;METODOS DE INFORMACION;10.5557/IIMI9-N16-091112;"Research groups; Libraries; Specialized university services; Experiences of collaboration; Management of scientific archives; Dissemination of scientific archives; Promotion of research; Digital humanities; Science and humanities; Digital Document Repository (DDD)";NA;11;0;0;0;COLLEGI OFICIAL BIBLIOTECARIS & DOCUMENTALISTES COMUNITAT VALENCI;VALENCIA;1134-2838;2173-1241;METODOS INF;Metodos Inf.;Information Science & Library Science;DOAJ Gold;Astronomy
WOS:000440082400004;METODOS DE INFORMACION;10.5557/IIMI9-N16-091112;"Research groups; Libraries; Specialized university services; Experiences of collaboration; Management of scientific archives; Dissemination of scientific archives; Promotion of research; Digital humanities; Science and humanities; Digital Document Repository (DDD)";NA;11;0;0;0;COLLEGI OFICIAL BIBLIOTECARIS & DOCUMENTALISTES COMUNITAT VALENCI;VALENCIA;1134-2838;2173-1241;METODOS INF;Metodos Inf.;Information Science & Library Science;DOAJ Gold;Arithmancy
WOS:000438887300004;JOURNAL OF NEW ZEALAND STUDIES;10.26686/jnzs.v0iNS26.4840;NA;NA;31;0;0;0;VICTORIA UNIV WELLINGTON, LAW FAC;WELLINGTON;1176-306X;2324-3740;J N Z STUD;J. N. Z. Stud.;Social Sciences - Other Topics;Bronze;Divination
WOS:000438887300004;JOURNAL OF NEW ZEALAND STUDIES;10.26686/jnzs.v0iNS26.4840;NA;NA;31;0;0;0;VICTORIA UNIV WELLINGTON, LAW FAC;WELLINGTON;1176-306X;2324-3740;J N Z STUD;J. N. Z. Stud.;Social Sciences - Other Topics;Bronze;Transfiguration
WOS:000438448500003;SCIRES-IT-SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY;10.2423/i22394303v8n1p33;"Research infrastructures; e-infrastructures; Hybrid Data Infrastructures; PARTHENOS; Virtual Research Environments; Aggregative Data Infrastructures";PROJECT;41;1;1;0;CASPUR-CIBER PUBL;ROMA;2239-4303;NA;SCIRES-IT;SCIRES-IT;Arts & Humanities - Other Topics;DOAJ Gold;Potions
WOS:000437701000042;BALTIC JOURNAL OF ECONOMIC STUDIES;10.30525/2256-0742/2018-4-1-311-318;"model of digital research universities; areas of use of digital technologies; modern trends in digital research; research universities";SCHOLARSHIP;30;1;1;1;BALTIC JOURNAL ECONOMIC STUDIES;RIGA;2256-0742;2256-0963;BALT J ECON STUD;Balt. J. Econ. Stud.;Business & Economics;DOAJ Gold;Astronomy
WOS:000437701000042;BALTIC JOURNAL OF ECONOMIC STUDIES;10.30525/2256-0742/2018-4-1-311-318;"model of digital research universities; areas of use of digital technologies; modern trends in digital research; research universities";SCHOLARSHIP;30;1;1;1;BALTIC JOURNAL ECONOMIC STUDIES;RIGA;2256-0742;2256-0963;BALT J ECON STUD;Balt. J. Econ. Stud.;Business & Economics;DOAJ Gold;Arithmancy
WOS:000437701000042;BALTIC JOURNAL OF ECONOMIC STUDIES;10.30525/2256-0742/2018-4-1-311-318;"model of digital research universities; areas of use of digital technologies; modern trends in digital research; research universities";SCHOLARSHIP;30;1;1;1;BALTIC JOURNAL ECONOMIC STUDIES;RIGA;2256-0742;2256-0963;BALT J ECON STUD;Balt. J. Econ. Stud.;Business & Economics;DOAJ Gold;Herbology
WOS:000437175000002;REVISTA EDAPECI-EDUCACAO A DISTANCIA E PRATICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS;10.29276/redapeci.2018.18.18545.7-16;"Games; Literature; Digital Technologies";NA;22;0;0;0;UNIV FEDERAL SERGIPE;SERGIPE;2176-171X;NA;REV EDAPECI;Rev. EDaPECI;Education & Educational Research;DOAJ Gold;Transfiguration
WOS:000435526000002;AYER;NA;"digital history; digital humanities; historiography; data; visualisation";NA;65;0;0;1;ASSOC HISTORIA CONTEMPORANEA & MARCIAL PONS, EDICIONES HISTORIA, S A;MADRID;1134-2277;NA;AYER;Ayer;History;NA;Transfiguration
WOS:000436121500003;COLLECTION AND CURATION;10.1108/CC-07-2017-0027;"Scopus; Bibliometric analysis; Research; Citations; eBooks; Journals";"SCIENCE-CITATION-INDEX; E-BOOKS; ACADEMIC-LIBRARIES; DIGITAL LIBRARIES; ELECTRONIC BOOKS; STUDENTS; EXPERIENCES; AUTHORSHIP; UNIVERSITY; PATTERNS";48;4;4;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2514-9326;NA;COLLECT CURATION;Collect. Curation;Information Science & Library Science;NA;Arithmancy
WOS:000436121500003;COLLECTION AND CURATION;10.1108/CC-07-2017-0027;"Scopus; Bibliometric analysis; Research; Citations; eBooks; Journals";"SCIENCE-CITATION-INDEX; E-BOOKS; ACADEMIC-LIBRARIES; DIGITAL LIBRARIES; ELECTRONIC BOOKS; STUDENTS; EXPERIENCES; AUTHORSHIP; UNIVERSITY; PATTERNS";48;4;4;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2514-9326;NA;COLLECT CURATION;Collect. Curation;Information Science & Library Science;NA;Divination
WOS:000436121500003;COLLECTION AND CURATION;10.1108/CC-07-2017-0027;"Scopus; Bibliometric analysis; Research; Citations; eBooks; Journals";"SCIENCE-CITATION-INDEX; E-BOOKS; ACADEMIC-LIBRARIES; DIGITAL LIBRARIES; ELECTRONIC BOOKS; STUDENTS; EXPERIENCES; AUTHORSHIP; UNIVERSITY; PATTERNS";48;4;4;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2514-9326;NA;COLLECT CURATION;Collect. Curation;Information Science & Library Science;NA;Transfiguration
WOS:000436121500003;COLLECTION AND CURATION;10.1108/CC-07-2017-0027;"Scopus; Bibliometric analysis; Research; Citations; eBooks; Journals";"SCIENCE-CITATION-INDEX; E-BOOKS; ACADEMIC-LIBRARIES; DIGITAL LIBRARIES; ELECTRONIC BOOKS; STUDENTS; EXPERIENCES; AUTHORSHIP; UNIVERSITY; PATTERNS";48;4;4;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;2514-9326;NA;COLLECT CURATION;Collect. Curation;Information Science & Library Science;NA;Potions
WOS:000435594300004;INTERDISCIPLINARY LITERARY STUDIES;NA;"Digital revolution; crisis in humanities; fate of literature; teaching machine; science fiction";NA;18;0;0;0;PENN STATE UNIV PRESS;UNIVERSITY PK;1524-8429;2161-427X;INTERDISCIP LIT STUD;Interdiscip. Lit. Stud.;Literature;NA;Transfiguration
