UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000454305200005;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;"Andalusian artists; Co-creation; Collaborative Platform; Digital Humanities; Web-based Information System";NA;11;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Defence against the dark arts
WOS:000454305200014;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;3;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Transfiguration
WOS:000454305200014;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;3;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Arithmancy
WOS:000454305200014;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;3;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Divination
WOS:000454305200014;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;3;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Potions
WOS:000454305200017;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;1;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Arithmancy
WOS:000454305200017;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;1;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Astronomy
WOS:000454305200001;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;0;0;0;1;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Divination
WOS:000454305200001;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;NA;NA;0;0;0;1;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Arithmancy
WOS:000434633800006;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0031;"'Hybrid' objects; digital library; digital humanities; metadata, catalogue";NA;14;2;2;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Bronze;Defence against the dark arts
WOS:000434633800006;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0031;"'Hybrid' objects; digital library; digital humanities; metadata, catalogue";NA;14;2;2;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Bronze;Astronomy
WOS:000434633800006;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0031;"'Hybrid' objects; digital library; digital humanities; metadata, catalogue";NA;14;2;2;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Bronze;Transfiguration
WOS:000451936500004;LIBRARY & INFORMATION SCIENCE RESEARCH;10.1016/j.lisr.2018.08.003;NA;"INFORMATION WORK; COMMUNITIES; DISCIPLINARY; EXPLORATION; KNOWLEDGE; ECOLOGY; LIBRARY";97;1;1;6;ELSEVIER SCIENCE INC;NEW YORK;0740-8188;1873-1848;LIBR INFORM SCI RES;Libr. Infor. Sci. Res.;Information Science & Library Science;NA;Charms
WOS:000445150900029;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7070262;"historical dataset; geocoding; localisation; geohistorical objects; database; GIS; collaborative; citizen science; crowd-sourced; digital humanities";"ENTITY LINKING; GIS; FRAMEWORK";49;2;2;1;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold;Potions
WOS:000442052500020;REVISTA DE OCCIDENTE;NA;NA;NA;0;0;0;0;FUNDACION JOSE ORTEGA Y GASSET;MADRID;0034-8635;NA;REV OCCIDENTE;Rev. Occidente;Arts & Humanities - Other Topics;NA;Charms
WOS:000442052500020;REVISTA DE OCCIDENTE;NA;NA;NA;0;0;0;0;FUNDACION JOSE ORTEGA Y GASSET;MADRID;0034-8635;NA;REV OCCIDENTE;Rev. Occidente;Arts & Humanities - Other Topics;NA;Potions
WOS:000442052500020;REVISTA DE OCCIDENTE;NA;NA;NA;0;0;0;0;FUNDACION JOSE ORTEGA Y GASSET;MADRID;0034-8635;NA;REV OCCIDENTE;Rev. Occidente;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000438181700029;SCIENCE-FICTION STUDIES;NA;NA;NA;1;0;0;1;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Potions
WOS:000438181700029;SCIENCE-FICTION STUDIES;NA;NA;NA;1;0;0;1;SCIENCE-FICTION STUDIES;GREENCASTLE;0091-7729;NA;SCI-FICTION STUD;Sci.-Fict. Stud.;Literature;NA;Transfiguration
WOS:000437555400012;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.02.011;"Archives; Digital editing; Digital humanities; Pedagogy; Students; Collaboration; Community";"DIGITAL HUMANITIES PEDAGOGY; PROJECTS; LIBRARY";69;1;1;4;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Transfiguration
WOS:000437555400012;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.02.011;"Archives; Digital editing; Digital humanities; Pedagogy; Students; Collaboration; Community";"DIGITAL HUMANITIES PEDAGOGY; PROJECTS; LIBRARY";69;1;1;4;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Defence against the dark arts
WOS:000437555400012;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.02.011;"Archives; Digital editing; Digital humanities; Pedagogy; Students; Collaboration; Community";"DIGITAL HUMANITIES PEDAGOGY; PROJECTS; LIBRARY";69;1;1;4;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Divination
WOS:000437555400012;JOURNAL OF ACADEMIC LIBRARIANSHIP;10.1016/j.acalib.2018.02.011;"Archives; Digital editing; Digital humanities; Pedagogy; Students; Collaboration; Community";"DIGITAL HUMANITIES PEDAGOGY; PROJECTS; LIBRARY";69;1;1;4;ELSEVIER SCIENCE INC;NEW YORK;0099-1333;1879-1999;J ACAD LIBR;J. Acad. Librariansh.;Information Science & Library Science;NA;Charms
WOS:000437032200001;ROMANTICISM;10.3366/rom.2018.0365;"boundaries; Romanticism; discipline; paratexts; history; women's writing";NA;0;0;0;0;EDINBURGH UNIV PRESS;EDINBURGH;1354-991X;1750-0192;ROMANTICISM;Romanticism;Literature;Green Accepted;Potions
WOS:000437032200001;ROMANTICISM;10.3366/rom.2018.0365;"boundaries; Romanticism; discipline; paratexts; history; women's writing";NA;0;0;0;0;EDINBURGH UNIV PRESS;EDINBURGH;1354-991X;1750-0192;ROMANTICISM;Romanticism;Literature;Green Accepted;Astronomy
WOS:000434633800016;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0032;"Digital Humanities; Crowdsourcing; Optical Music Recognition; Music Information Retrieval; Melodic Similarity";RECOGNITION;30;0;0;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Green Published;Defence against the dark arts
WOS:000434633800016;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0032;"Digital Humanities; Crowdsourcing; Optical Music Recognition; Music Information Retrieval; Melodic Similarity";RECOGNITION;30;0;0;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Green Published;Charms
WOS:000434633800016;BIBLIOTHEK FORSCHUNG UND PRAXIS;10.1515/bfp-2018-0032;"Digital Humanities; Crowdsourcing; Optical Music Recognition; Music Information Retrieval; Melodic Similarity";RECOGNITION;30;0;0;6;WALTER DE GRUYTER GMBH;BERLIN;0341-4183;1865-7648;BIBL FORSCH PRAX;Bibl. Forschung Praxis;Information Science & Library Science;Green Published;Arithmancy
WOS:000434234400006;RUSSIAN REVIEW;10.1111/russ.12189;NA;NA;42;0;0;0;WILEY;HOBOKEN;0036-0341;1467-9434;RUSS REV;Russ. Rev.;History;Green Published;Arithmancy
WOS:000434234400006;RUSSIAN REVIEW;10.1111/russ.12189;NA;NA;42;0;0;0;WILEY;HOBOKEN;0036-0341;1467-9434;RUSS REV;Russ. Rev.;History;Green Published;Herbology
WOS:000439179700007;ECONOMIC ANNALS-XXI;10.21003/ea.V168-07;"Anthropotechnosphere; Socio-anthropological Risks; Digital Economy; Sharing Economy; Social Media; Umwelt; Technological Singularity; Artificial Intelligence";NA;18;2;2;7;INST SOC TRANSFORMATION;KYIV;1728-6220;1728-6239;ECON ANN-XXI;Econ. Ann.-XXI;Business & Economics;Bronze;Herbology
WOS:000439179700007;ECONOMIC ANNALS-XXI;10.21003/ea.V168-07;"Anthropotechnosphere; Socio-anthropological Risks; Digital Economy; Sharing Economy; Social Media; Umwelt; Technological Singularity; Artificial Intelligence";NA;18;2;2;7;INST SOC TRANSFORMATION;KYIV;1728-6220;1728-6239;ECON ANN-XXI;Econ. Ann.-XXI;Business & Economics;Bronze;Transfiguration
WOS:000439179700007;ECONOMIC ANNALS-XXI;10.21003/ea.V168-07;"Anthropotechnosphere; Socio-anthropological Risks; Digital Economy; Sharing Economy; Social Media; Umwelt; Technological Singularity; Artificial Intelligence";NA;18;2;2;7;INST SOC TRANSFORMATION;KYIV;1728-6220;1728-6239;ECON ANN-XXI;Econ. Ann.-XXI;Business & Economics;Bronze;Arithmancy
WOS:000439179700007;ECONOMIC ANNALS-XXI;10.21003/ea.V168-07;"Anthropotechnosphere; Socio-anthropological Risks; Digital Economy; Sharing Economy; Social Media; Umwelt; Technological Singularity; Artificial Intelligence";NA;18;2;2;7;INST SOC TRANSFORMATION;KYIV;1728-6220;1728-6239;ECON ANN-XXI;Econ. Ann.-XXI;Business & Economics;Bronze;Potions
WOS:000434867800047;TLS-THE TIMES LITERARY SUPPLEMENT;NA;NA;NA;1;0;0;0;TIMES SUPPLEMENTS LIMITED;MARKET HARBOROUGH;0307-661X;1366-7211;TLS-TIMES LIT SUPPL;TLS-Times Lit. Suppl.;Arts & Humanities - Other Topics;NA;Arithmancy
WOS:000434867800047;TLS-THE TIMES LITERARY SUPPLEMENT;NA;NA;NA;1;0;0;0;TIMES SUPPLEMENTS LIMITED;MARKET HARBOROUGH;0307-661X;1366-7211;TLS-TIMES LIT SUPPL;TLS-Times Lit. Suppl.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000434867800047;TLS-THE TIMES LITERARY SUPPLEMENT;NA;NA;NA;1;0;0;0;TIMES SUPPLEMENTS LIMITED;MARKET HARBOROUGH;0307-661X;1366-7211;TLS-TIMES LIT SUPPL;TLS-Times Lit. Suppl.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000434867800047;TLS-THE TIMES LITERARY SUPPLEMENT;NA;NA;NA;1;0;0;0;TIMES SUPPLEMENTS LIMITED;MARKET HARBOROUGH;0307-661X;1366-7211;TLS-TIMES LIT SUPPL;TLS-Times Lit. Suppl.;Arts & Humanities - Other Topics;NA;Divination
WOS:000434279600001;FRONTIERS IN PHYSICS;10.3389/fphy.2018.00054;"content imbalance; cross-cultural studies; cultural diversity; online communities; wikipedia; digital humanities; data mining; big data";NA;22;0;0;2;FRONTIERS MEDIA SA;LAUSANNE;2296-424X;NA;FRONT PHYS-LAUSANNE;Front. Physics;Physics;DOAJ Gold;Potions
WOS:000434279600001;FRONTIERS IN PHYSICS;10.3389/fphy.2018.00054;"content imbalance; cross-cultural studies; cultural diversity; online communities; wikipedia; digital humanities; data mining; big data";NA;22;0;0;2;FRONTIERS MEDIA SA;LAUSANNE;2296-424X;NA;FRONT PHYS-LAUSANNE;Front. Physics;Physics;DOAJ Gold;Astronomy
WOS:000443559100012;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx049;NA;"HISTORY; SCIENCE";93;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Divination
WOS:000443559100012;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx049;NA;"HISTORY; SCIENCE";93;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Arithmancy
WOS:000452418400014;VICTORIAN STUDIES;10.2979/victorianstudies.60.4.14;NA;NA;1;0;0;0;INDIANA UNIV PRESS;BLOOMINGTON;0042-5222;1527-2052;VICTORIAN STUD;Vic. Stud.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000452418400014;VICTORIAN STUDIES;10.2979/victorianstudies.60.4.14;NA;NA;1;0;0;0;INDIANA UNIV PRESS;BLOOMINGTON;0042-5222;1527-2052;VICTORIAN STUD;Vic. Stud.;Arts & Humanities - Other Topics;NA;Divination
WOS:000436570100313;SUSTAINABILITY;10.3390/su10062001;"digital transformation; digital curtain; digital vaulting; unintended side effects (unseens); proposition-based expert round tables";"PRODUCTIVITY PARADOX; ECONOMIC-GROWTH; INFORMATION; SYSTEMS; TECHNOLOGY; INTERNET; FUTURE; ICT; SUSTAINABILITY; MULTILEVEL";153;2;2;1;MDPI;BASEL;2071-1050;NA;SUSTAINABILITY-BASEL;Sustainability;"Science & Technology - Other Topics; Environmental Sciences & Ecology";DOAJ Gold, Green Accepted, Green Published;Divination
WOS:000436570100313;SUSTAINABILITY;10.3390/su10062001;"digital transformation; digital curtain; digital vaulting; unintended side effects (unseens); proposition-based expert round tables";"PRODUCTIVITY PARADOX; ECONOMIC-GROWTH; INFORMATION; SYSTEMS; TECHNOLOGY; INTERNET; FUTURE; ICT; SUSTAINABILITY; MULTILEVEL";153;2;2;1;MDPI;BASEL;2071-1050;NA;SUSTAINABILITY-BASEL;Sustainability;"Science & Technology - Other Topics; Environmental Sciences & Ecology";DOAJ Gold, Green Accepted, Green Published;Transfiguration
WOS:000443559100002;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx034;NA;NA;9;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Potions
WOS:000443559100002;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx034;NA;NA;9;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Herbology
WOS:000443559100002;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx034;NA;NA;9;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Charms
WOS:000443559100003;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx008;NA;"TECHNOLOGY; CONSTRUCTION; SPACE; IF";61;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Divination
WOS:000443559100003;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx008;NA;"TECHNOLOGY; CONSTRUCTION; SPACE; IF";61;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Transfiguration
WOS:000443559100003;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx008;NA;"TECHNOLOGY; CONSTRUCTION; SPACE; IF";61;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Arithmancy
WOS:000443559100015;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx020;NA;"USER; SERVICES";46;1;1;3;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";Green Published, Green Accepted, Other Gold;Astronomy
WOS:000443559100015;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx020;NA;"USER; SERVICES";46;1;1;3;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";Green Published, Green Accepted, Other Gold;Arithmancy
WOS:000443559100015;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx020;NA;"USER; SERVICES";46;1;1;3;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";Green Published, Green Accepted, Other Gold;Transfiguration
WOS:000443559100015;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx020;NA;"USER; SERVICES";46;1;1;3;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";Green Published, Green Accepted, Other Gold;Herbology
WOS:000439452600012;AFRICAN ARCHAEOLOGICAL REVIEW;10.1007/s10437-018-9280-8;"Digital technology; Museum practice; Community engagement; Rock art";"AUDIENCES; AGE";65;0;0;1;SPRINGER;NEW YORK;0263-0338;1572-9842;AFR ARCHAEOL REV;Afr. Archaeol. Rev.;"Anthropology; Archaeology";NA;Charms
WOS:000439452600012;AFRICAN ARCHAEOLOGICAL REVIEW;10.1007/s10437-018-9280-8;"Digital technology; Museum practice; Community engagement; Rock art";"AUDIENCES; AGE";65;0;0;1;SPRINGER;NEW YORK;0263-0338;1572-9842;AFR ARCHAEOL REV;Afr. Archaeol. Rev.;"Anthropology; Archaeology";NA;Divination
WOS:000436941000006;BULLETIN OF THE HISTORY OF MEDICINE;10.1353/bhm.2018.0032;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0007-5140;1086-3176;B HIST MED;Bull. Hist. Med.;"Health Care Sciences & Services; History & Philosophy of Science";NA;Divination
WOS:000434973900005;JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY;10.1002/asi.24008;NA;"SEEKING BEHAVIOR; NEEDS; AGE; COLLECTIONS; RESOURCES; USERS; WORK; USABILITY; HABITS; JEWISH";45;4;4;13;WILEY;HOBOKEN;2330-1635;2330-1643;J ASSOC INF SCI TECH;NA;"Computer Science; Information Science & Library Science";Green Accepted;Astronomy
WOS:000434973900005;JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY;10.1002/asi.24008;NA;"SEEKING BEHAVIOR; NEEDS; AGE; COLLECTIONS; RESOURCES; USERS; WORK; USABILITY; HABITS; JEWISH";45;4;4;13;WILEY;HOBOKEN;2330-1635;2330-1643;J ASSOC INF SCI TECH;NA;"Computer Science; Information Science & Library Science";Green Accepted;Potions
WOS:000435447000002;CONTRIBUTIONS TO THE HISTORY OF CONCEPTS;10.3167/choc.2018.130102;"conceptual history; digital humanities; historiography; pan-nationalism; pan-Scandinavian movement; public sphere; Scandinavian countries";NA;44;0;0;1;BERGHAHN JOURNALS;BROOKLYN;1807-9326;1874-656X;CONTRIB HIST CONCEPT;Contrib. Hist. Concepts;History;NA;Transfiguration
WOS:000432672500009;SCALABLE COMPUTING-PRACTICE AND EXPERIENCE;10.12694/scpe.v19i2.1348;"Content Management System; Digital Cultural Heritage; Data Processing; Online Visualization";"INTEROPERABILITY; FRAMEWORK; CROWD";37;0;0;0;UNIV VEST TIMISOARA, WEST UNIV TIMISOARA;TIMISOARA;1895-1767;NA;SCALABLE COMPUT-PRAC;Scalable Comput.-Pract. Exp.;Computer Science;Bronze;Defence against the dark arts
WOS:000432672500009;SCALABLE COMPUTING-PRACTICE AND EXPERIENCE;10.12694/scpe.v19i2.1348;"Content Management System; Digital Cultural Heritage; Data Processing; Online Visualization";"INTEROPERABILITY; FRAMEWORK; CROWD";37;0;0;0;UNIV VEST TIMISOARA, WEST UNIV TIMISOARA;TIMISOARA;1895-1767;NA;SCALABLE COMPUT-PRAC;Scalable Comput.-Pract. Exp.;Computer Science;Bronze;Transfiguration
WOS:000432672500009;SCALABLE COMPUTING-PRACTICE AND EXPERIENCE;10.12694/scpe.v19i2.1348;"Content Management System; Digital Cultural Heritage; Data Processing; Online Visualization";"INTEROPERABILITY; FRAMEWORK; CROWD";37;0;0;0;UNIV VEST TIMISOARA, WEST UNIV TIMISOARA;TIMISOARA;1895-1767;NA;SCALABLE COMPUT-PRAC;Scalable Comput.-Pract. Exp.;Computer Science;Bronze;Divination
WOS:000432672500009;SCALABLE COMPUTING-PRACTICE AND EXPERIENCE;10.12694/scpe.v19i2.1348;"Content Management System; Digital Cultural Heritage; Data Processing; Online Visualization";"INTEROPERABILITY; FRAMEWORK; CROWD";37;0;0;0;UNIV VEST TIMISOARA, WEST UNIV TIMISOARA;TIMISOARA;1895-1767;NA;SCALABLE COMPUT-PRAC;Scalable Comput.-Pract. Exp.;Computer Science;Bronze;Astronomy
WOS:000431434500009;JOURNAL OF TECHNOLOGY TRANSFER;10.1007/s10961-017-9627-3;"University qualifications; Human capital; Equity investments; Digital economy";"ENTREPRENEURIAL TEAM FORMATION; NASCENT ENTREPRENEURS; TECHNOLOGY-TRANSFER; UNIVERSITY; CREATION; SUCCESS; PERFORMANCE; EXPERIENCE; GOVERNMENT; DISCOVERY";60;7;7;7;SPRINGER;NEW YORK;0892-9912;1573-7047;J TECHNOL TRANSFER;J. Technol. Transf.;"Engineering; Business & Economics";Green Accepted, Other Gold, Green Published;Defence against the dark arts
WOS:000438743500003;INSIGHTS-THE UKSG JOURNAL;10.1629/uksg.405;"Libraries; digital humanities; digital scholarship; digital humanities laboratories";DIGITAL HUMANITIES;29;0;0;0;UBIQUITY PRESS LTD;LONDON;2048-7754;NA;INSIGHTS;Insights;Information Science & Library Science;DOAJ Gold;Defence against the dark arts
WOS:000438743500003;INSIGHTS-THE UKSG JOURNAL;10.1629/uksg.405;"Libraries; digital humanities; digital scholarship; digital humanities laboratories";DIGITAL HUMANITIES;29;0;0;0;UBIQUITY PRESS LTD;LONDON;2048-7754;NA;INSIGHTS;Insights;Information Science & Library Science;DOAJ Gold;Arithmancy
WOS:000438743500003;INSIGHTS-THE UKSG JOURNAL;10.1629/uksg.405;"Libraries; digital humanities; digital scholarship; digital humanities laboratories";DIGITAL HUMANITIES;29;0;0;0;UBIQUITY PRESS LTD;LONDON;2048-7754;NA;INSIGHTS;Insights;Information Science & Library Science;DOAJ Gold;Divination
WOS:000456124000001;AIB STUDI;10.2426/aibstudi-11828;NA;NA;0;0;0;0;ASSOC ITALIANA BIBLIOTECHE-AIB;ROME;2280-9112;2239-6144;AIB STUD;AIB Stud.;Information Science & Library Science;DOAJ Gold;Transfiguration
WOS:000430126400005;JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY;10.1002/asi.23990;NA;"ALTMETRICS; HUMANITIES; IMPACT";55;1;1;4;WILEY;HOBOKEN;2330-1635;2330-1643;J ASSOC INF SCI TECH;NA;"Computer Science; Information Science & Library Science";NA;Astronomy
WOS:000446406500007;ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;10.7868/S0044467718030073;"Working memory; phonological loop; mathematical tasks; verbal tasks";"CHILDREN; LANGUAGE; CAPACITY; AGE";19;0;0;0;MEZHDUNARODNAYA KNIGA;MOSCOW;0044-4677;NA;ZH VYSSH NERV DEYAT+;Zhurnal Vyss. Nervn. Deyatelnosti Im. I P Pavlov.;"Neurosciences & Neurology; Physiology";NA;Potions
WOS:000446406500007;ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA;10.7868/S0044467718030073;"Working memory; phonological loop; mathematical tasks; verbal tasks";"CHILDREN; LANGUAGE; CAPACITY; AGE";19;0;0;0;MEZHDUNARODNAYA KNIGA;MOSCOW;0044-4677;NA;ZH VYSSH NERV DEYAT+;Zhurnal Vyss. Nervn. Deyatelnosti Im. I P Pavlov.;"Neurosciences & Neurology; Physiology";NA;Transfiguration
WOS:000433298100005;CARACTERES-ESTUDIOS CULTURALES Y CRITICOS DE LA ESFERA DIGITAL;NA;"Big Data; digital humanities; data mining; data-driven philosophy; cognitive ontology";NA;14;0;0;0;EDITORIAL DELIRIO;SALAMANCA;2254-4496;NA;CARACTERES;Caracteres;Arts & Humanities - Other Topics;DOAJ Gold;Divination
WOS:000433298100005;CARACTERES-ESTUDIOS CULTURALES Y CRITICOS DE LA ESFERA DIGITAL;NA;"Big Data; digital humanities; data mining; data-driven philosophy; cognitive ontology";NA;14;0;0;0;EDITORIAL DELIRIO;SALAMANCA;2254-4496;NA;CARACTERES;Caracteres;Arts & Humanities - Other Topics;DOAJ Gold;Arithmancy
